CatNum,DateNum,TimeNum,DescNum,DayNum,DistNum,ResNum,AddNum,X,Y
7,8,350,2,3,8,1,1760,-122.4129938,37.78556297
2,4,65,81,7,9,2,987,-122.4218676,37.76012965
18,8,350,20,3,8,1,1760,-122.4129938,37.78556297
18,4,59,55,7,4,2,988,-122.3959706,37.74392425
28,4,59,18,7,7,2,989,-122.5019318,37.74842258
17,4,59,15,7,6,2,990,-122.4180908,37.78610075
28,4,59,18,7,7,2,991,-122.4809904,37.73247011
2,4,58,133,7,3,2,114,-122.4351616,37.72431024
30,8,350,49,3,8,1,1760,-122.4129938,37.78556297
23,3,353,113,1,8,2,653,-122.4129991,37.78627746
17,3,353,220,1,8,2,653,-122.4129991,37.78627746
17,3,204,221,1,8,2,653,-122.4129991,37.78627746
2,5,308,133,6,8,2,653,-122.4129991,37.78627746
28,8,592,90,3,8,2,653,-122.4129991,37.78627746
16,1,263,11,3,10,2,203,-122.413046,37.77386178
20,4,53,217,7,4,2,994,-122.3951753,37.74491063
14,4,52,3,7,10,2,995,-122.3988824,37.78222265
17,4,47,20,7,3,2,996,-122.4329973,37.71197874
14,4,46,4,7,3,2,997,-122.4506763,37.73540083
28,4,35,18,7,1,2,998,-122.4368633,37.79961997
16,3,249,31,1,10,6,203,-122.413046,37.77386178
14,4,35,3,7,7,2,1000,-122.4772788,37.75138118
14,4,35,3,7,7,2,1001,-122.4862692,37.73319995
20,4,35,13,7,3,2,1002,-122.4160002,37.71191554
16,3,249,77,1,10,6,203,-122.413046,37.77386178
7,3,135,30,1,8,1,744,-122.4130699,37.78202043
28,4,30,8,7,7,2,1003,-122.4663097,37.76403685
18,3,135,222,1,8,1,744,-122.4130699,37.78202043
17,3,135,52,1,8,1,744,-122.4130699,37.78202043
28,1,440,43,3,3,2,106,-122.4131567,37.73710675
2,8,336,117,3,3,2,106,-122.4131567,37.73710675
26,4,21,223,7,3,2,1006,-122.4081532,37.74177596
14,4,17,137,7,1,2,1007,-122.435751,37.79872822
14,4,17,3,7,5,2,1008,-122.4682933,37.77608549
2,4,17,134,7,10,2,1009,-122.4075322,37.77819422
18,4,14,224,7,7,2,1010,-122.4752222,37.72105715
17,1,440,24,3,8,2,113,-122.4131745,37.78671902
18,7,73,9,4,6,1,1642,-122.4131745,37.78671902
14,4,11,3,7,10,2,1013,-122.3970667,37.77875233
2,4,277,50,7,9,2,926,-122.4133542,37.7690748
14,4,277,33,7,9,2,926,-122.4133542,37.7690748
14,2,173,66,2,10,1,468,-122.4135641,37.77951403
14,4,526,158,7,10,1,468,-122.4135641,37.77951403
28,5,559,8,6,10,2,468,-122.4135641,37.77951403
14,5,447,91,6,10,2,468,-122.4135641,37.77951403
17,7,231,24,4,10,2,468,-122.4135641,37.77951403
14,4,2,39,7,1,2,1019,-122.4318099,37.79750148
5,2,255,92,2,8,2,435,-122.4136093,37.78469691
27,2,255,172,2,8,2,435,-122.4136093,37.78469691
4,4,1,146,7,9,2,1021,-122.4128817,37.76348576
14,4,1,4,7,7,2,1022,-122.4687742,37.75312839
14,4,1,3,7,7,2,1023,-122.4990032,37.74581692
20,3,309,173,1,8,2,435,-122.4136093,37.78469691
31,4,541,225,7,8,1,435,-122.4136093,37.78469691
14,4,1,3,7,1,2,1025,-122.4303551,37.77163857
14,4,1,3,7,1,2,1026,-122.4232177,37.7864018
29,5,659,5,6,6,6,1027,-122.4121433,37.8067579
18,5,651,55,6,4,2,1028,-122.385911,37.72688192
14,5,648,6,6,1,2,1029,-122.4314595,37.77287803
14,5,648,39,6,10,2,1030,-122.425669,37.7702452
7,4,541,13,7,8,1,435,-122.4136093,37.78469691
31,4,541,2,7,8,1,435,-122.4136093,37.78469691
2,1,203,48,3,3,2,217,-122.41369,37.7347307
22,1,203,45,3,3,2,217,-122.41369,37.7347307
14,3,249,5,1,6,2,699,-122.4137895,37.80655265
14,6,502,39,5,6,2,699,-122.4137895,37.80655265
18,7,86,77,4,9,1,1639,-122.4137971,37.76027404
19,7,86,50,4,9,1,1639,-122.4137971,37.76027404
17,3,214,22,1,6,2,708,-122.4138143,37.80703621
6,5,637,112,6,4,1,1034,-122.3980748,37.73003883
14,5,632,26,6,4,2,1035,-122.4109234,37.73072546
28,5,632,18,6,1,2,737,-122.4209638,37.78770463
14,8,530,37,3,6,2,708,-122.4138143,37.80703621
7,4,538,145,7,8,1,821,-122.4138932,37.78234652
18,5,632,55,6,3,2,1037,-122.4230983,37.71030452
14,5,632,3,6,7,2,1038,-122.5031525,37.73714861
18,4,538,39,7,8,1,821,-122.4138932,37.78234652
30,4,538,15,7,8,1,821,-122.4138932,37.78234652
17,1,35,18,3,6,2,268,-122.4140108,37.786677
28,8,650,18,3,6,2,268,-122.4140108,37.786677
17,5,632,15,6,6,2,1040,-122.4100599,37.78808253
28,5,622,129,6,1,2,1041,-122.4189401,37.78604922
17,5,621,20,6,4,2,1042,-122.3956354,37.75356457
14,5,620,31,6,6,2,1043,-122.4039801,37.79641217
29,5,620,25,6,9,2,1044,-122.4333883,37.75540927
14,5,620,4,6,10,2,1045,-122.3958483,37.78132105
17,5,614,20,6,7,2,1046,-122.4784851,37.75981535
14,2,313,60,2,10,2,414,-122.4140273,37.77186362
14,4,605,82,7,10,2,414,-122.4140273,37.77186362
18,6,3,46,5,8,1,1429,-122.4140563,37.78279311
18,8,238,9,3,8,1,1429,-122.4140563,37.78279311
14,5,605,16,6,7,2,1047,-122.481015,37.73179892
4,5,605,70,6,2,2,1048,-122.4479718,37.77088508
14,5,605,39,6,1,2,300,-122.4313429,37.76845391
13,8,238,3,3,8,1,1429,-122.4140563,37.78279311
29,5,605,5,6,3,2,1049,-122.4244613,37.74463651
14,5,605,4,6,1,2,1050,-122.4356798,37.79802059
14,5,605,3,6,3,2,1051,-122.4291173,37.74596131
29,8,238,30,3,8,1,1429,-122.4140563,37.78279311
18,5,597,24,6,6,1,1053,-122.4112063,37.80210062
17,8,219,10,3,8,2,1429,-122.4140563,37.78279311
20,5,591,13,6,4,2,1054,-122.3874135,37.73003992
18,1,162,21,3,9,2,235,-122.414089,37.75250508
2,1,162,12,3,9,2,235,-122.414089,37.75250508
18,6,190,18,5,10,1,1386,-122.4141466,37.77824001
30,6,190,129,5,10,1,1386,-122.4141466,37.77824001
29,5,579,5,6,3,2,1058,-122.43022,37.73073276
18,6,190,32,5,10,1,1386,-122.4141466,37.77824001
14,1,35,60,3,6,2,269,-122.4141794,37.78750248
29,5,579,25,6,9,2,1060,-122.4345755,37.75567172
17,5,579,15,6,9,2,1061,-122.4182157,37.75541389
28,5,579,18,6,1,2,1062,-122.4234925,37.79526303
14,5,579,3,6,6,2,1063,-122.3971176,37.79679524
14,5,579,3,6,3,2,1064,-122.4412171,37.70905975
29,5,579,60,6,9,2,1065,-122.4307263,37.76275168
14,2,582,6,2,6,2,269,-122.4141794,37.78750248
14,5,579,3,6,1,2,1067,-122.4338505,37.79729795
14,2,579,3,2,6,2,269,-122.4141794,37.78750248
14,5,579,3,6,2,2,1069,-122.4359434,37.77427463
22,6,1,77,5,8,2,1431,-122.4142178,37.78325933
20,5,572,102,6,10,2,1070,-122.4200707,37.77253774
2,6,1,3,5,8,2,1431,-122.4142178,37.78325933
17,8,296,51,3,8,2,1431,-122.4142178,37.78325933
26,8,296,226,3,8,2,1431,-122.4142178,37.78325933
7,8,296,75,3,8,2,1431,-122.4142178,37.78325933
14,5,562,6,6,1,2,1073,-122.4398959,37.80029798
30,1,463,51,3,8,2,96,-122.414243,37.78372403
29,5,562,60,6,4,2,1074,-122.4048304,37.73079459
23,5,562,175,6,9,2,1075,-122.4182219,37.74816641
30,1,463,31,3,8,2,96,-122.414243,37.78372403
28,1,440,129,3,8,2,111,-122.414243,37.78372403
18,7,631,175,4,8,3,111,-122.414243,37.78372403
14,5,558,16,6,10,2,1078,-122.4207778,37.77316299
18,1,501,86,3,8,3,70,-122.4142634,37.78175698
30,1,329,227,3,8,1,70,-122.4142634,37.78175698
14,4,209,50,7,8,2,70,-122.4143021,37.78186332
26,5,26,3,6,8,2,70,-122.4143021,37.78186332
28,5,548,129,6,3,2,1080,-122.4205568,37.71089458
29,5,543,5,6,7,2,1081,-122.4550489,37.7166743
17,1,400,111,3,8,2,138,-122.4143179,37.77994441
2,1,341,69,3,8,2,138,-122.4143179,37.77994441
5,7,167,15,4,8,1,138,-122.4143179,37.77994441
29,5,542,5,6,10,1,1084,-122.3993744,37.78589831
18,7,167,16,4,8,1,138,-122.4143179,37.77994441
14,5,536,16,6,1,2,1085,-122.4239188,37.78153381
17,7,148,87,4,10,2,138,-122.4143179,37.77994441
16,8,648,211,3,9,2,1659,-122.4143893,37.75570037
16,8,648,26,3,9,2,1659,-122.4143893,37.75570037
14,7,648,87,4,6,2,1441,-122.4143901,37.78854528
29,5,530,5,6,3,2,1086,-122.4341458,37.73355061
28,5,529,8,6,4,1,1087,-122.3981821,37.7690433
2,8,255,84,3,6,2,1441,-122.4143901,37.78854528
29,5,524,25,6,9,2,1088,-122.410493,37.76494136
30,6,171,226,5,8,1,1393,-122.4144332,37.78465763
30,6,171,35,5,8,1,1393,-122.4144332,37.78465763
2,5,519,50,6,9,1,1090,-122.4218765,37.76408889
26,6,579,141,5,8,2,1275,-122.4146454,37.78606884
4,6,505,138,5,8,2,1275,-122.4146454,37.78606884
28,4,7,81,7,9,2,1016,-122.4146955,37.75968618
2,5,516,81,6,6,1,867,-122.4182707,37.80785198
2,5,514,66,6,8,2,1091,-122.4098537,37.78338624
2,6,242,61,5,9,2,1016,-122.4146955,37.75968618
18,6,242,94,5,9,2,1016,-122.4146955,37.75968618
29,5,512,25,6,2,2,1093,-122.4445243,37.77037043
2,7,440,15,4,9,2,1016,-122.4146955,37.75968618
17,1,373,93,3,8,2,150,-122.4147438,37.77871926
20,6,132,6,5,8,2,1405,-122.4147438,37.77871926
14,8,390,185,3,8,2,1755,-122.4147438,37.77871926
14,5,512,4,6,1,2,1095,-122.4195082,37.78885654
4,5,512,199,6,4,2,1096,-122.3815285,37.72683481
14,5,97,48,6,6,2,1209,-122.4149555,37.79136361
14,5,97,32,6,6,2,1209,-122.4149555,37.79136361
28,5,97,112,6,6,2,1209,-122.4149555,37.79136361
2,7,639,5,4,6,2,1445,-122.4149883,37.80826133
14,5,512,3,6,10,2,1098,-122.3910043,37.79251827
26,7,639,75,4,6,2,1445,-122.4149883,37.80826133
17,5,505,20,6,1,2,1100,-122.4319777,37.80047908
2,5,505,77,6,5,1,1101,-122.5100325,37.77417865
4,5,505,40,6,6,1,1102,-122.4150025,37.79230773
7,5,505,82,6,6,1,1102,-122.4150025,37.79230773
14,5,505,3,6,1,2,1103,-122.4366425,37.80170879
14,5,305,46,6,9,2,1161,-122.4150228,37.75162723
14,6,632,36,5,9,2,1161,-122.4150228,37.75162723
14,5,495,3,6,7,2,1105,-122.4958964,37.75429974
14,5,495,145,6,3,2,1106,-122.4567574,37.73320101
28,2,424,226,2,10,2,376,-122.4150649,37.77643541
14,2,424,127,2,10,2,376,-122.4150649,37.77643541
29,5,495,60,6,9,2,1108,-122.4260796,37.76142678
14,5,579,54,6,8,2,1066,-122.4151278,37.77978707
18,5,353,169,6,8,2,1066,-122.4151278,37.77978707
14,7,286,161,4,8,1,1066,-122.4151278,37.77978707
30,6,83,179,5,9,1,1415,-122.4151559,37.76369793
18,6,83,201,5,9,1,1415,-122.4151559,37.76369793
18,6,83,20,5,9,1,1415,-122.4151559,37.76369793
14,1,373,49,3,8,2,152,-122.415318,37.78071793
29,5,1,66,6,8,2,152,-122.415318,37.78071793
23,5,480,175,6,6,2,1111,-122.4059632,37.79057167
29,5,480,5,6,2,2,1112,-122.4501785,37.76316025
14,7,460,3,4,8,2,152,-122.415318,37.78071793
29,5,480,5,6,9,2,1113,-122.4303893,37.74744327
26,5,480,69,6,1,2,1114,-122.4207335,37.7824263
18,8,328,87,3,8,1,1768,-122.415318,37.78071793
17,2,541,137,2,10,2,88,-122.4154442,37.77802457
14,2,141,60,2,10,2,88,-122.4154442,37.77802457
17,3,254,3,1,10,4,88,-122.4154442,37.77802457
14,4,1,39,7,10,2,88,-122.4154442,37.77802457
14,5,457,26,6,8,2,38,-122.4062129,37.78603716
26,6,173,36,5,10,2,88,-122.4154442,37.77802457
11,1,476,50,3,10,1,88,-122.4154488,37.77829352
11,1,476,20,3,10,1,88,-122.4154488,37.77829352
4,1,476,137,3,10,1,88,-122.4154488,37.77829352
14,8,296,14,3,10,2,88,-122.4154488,37.77829352
18,1,334,228,3,8,1,177,-122.4155082,37.78165428
26,1,199,55,3,8,1,177,-122.4155082,37.78165428
4,5,440,136,6,10,2,1119,-122.4030709,37.78778674
28,5,440,18,6,10,2,753,-122.4117238,37.77866744
14,5,440,3,6,7,2,1120,-122.4999173,37.75038221
7,1,199,30,3,8,1,177,-122.4155082,37.78165428
14,3,277,51,1,8,2,682,-122.4155082,37.78165428
28,5,440,8,6,6,2,1122,-122.4148276,37.79498783
6,5,438,112,6,4,1,1123,-122.3868128,37.75289
17,5,437,51,6,3,2,1124,-122.4464356,37.71666404
17,5,568,15,6,8,2,177,-122.4155082,37.78165428
16,8,305,127,3,8,2,682,-122.4155082,37.78165428
17,6,277,75,5,9,1,1365,-122.4155341,37.75000152
18,5,431,229,6,4,2,1126,-122.3855192,37.73044071
17,5,428,20,6,3,2,1127,-122.4040372,37.71948295
14,5,418,39,6,5,2,1128,-122.4784422,37.77465024
18,6,277,230,5,9,1,1365,-122.4155341,37.75000152
27,5,413,52,6,9,2,1129,-122.4160822,37.76282327
12,7,249,21,4,9,2,1365,-122.4155341,37.75000152
14,3,523,226,1,10,2,578,-122.4155672,37.77403392
14,3,523,127,1,10,2,578,-122.4155672,37.77403392
26,5,597,51,6,9,2,1052,-122.4156163,37.76853601
20,5,597,94,6,9,2,1052,-122.4156163,37.76853601
17,5,406,15,6,4,2,1132,-122.3849262,37.7202786
29,5,323,146,6,9,2,1052,-122.4156163,37.76853601
22,1,467,3,3,6,1,92,-122.4156327,37.78635878
18,1,467,3,3,6,1,92,-122.4156327,37.78635878
17,5,406,9,6,5,2,1133,-122.4642812,37.78101932
29,5,406,25,6,1,2,1134,-122.4320064,37.78815897
14,5,399,29,6,9,2,1135,-122.4209556,37.75447952
14,5,397,37,6,9,2,1136,-122.4279979,37.75172604
14,5,395,39,6,2,2,1137,-122.4383677,37.77779481
2,5,390,50,6,4,2,1138,-122.3963262,37.72056287
30,1,364,9,3,8,2,157,-122.4156425,37.77883232
17,5,222,231,6,8,2,157,-122.4156425,37.77883232
4,5,382,128,6,5,2,1140,-122.4771002,37.77755356
30,4,235,39,7,6,1,946,-122.4156428,37.80776249
14,5,380,103,6,5,2,1142,-122.4467938,37.78726197
14,4,235,232,7,6,1,946,-122.4156428,37.80776249
17,5,379,20,6,2,2,1144,-122.4542399,37.7459563
4,5,373,146,6,5,2,810,-122.4676263,37.78372069
18,4,235,84,7,6,1,946,-122.4156428,37.80776249
2,2,512,145,2,6,2,92,-122.4156546,37.78646724
2,2,512,54,2,6,2,92,-122.4156546,37.78646724
4,4,406,69,7,6,2,92,-122.4156546,37.78646724
4,6,480,30,5,6,2,92,-122.4156546,37.78646724
14,5,358,3,6,3,2,1147,-122.4083333,37.71281465
4,6,132,233,5,6,2,92,-122.4156546,37.78646724
30,5,76,175,6,8,1,1214,-122.4156697,37.78211985
17,7,549,94,4,8,2,1214,-122.4156697,37.78211985
16,8,611,93,3,8,2,1214,-122.4156697,37.78211985
14,5,341,39,6,1,2,1149,-122.4262461,37.78883457
14,5,341,31,6,10,2,1150,-122.4169911,37.77707419
14,4,440,4,7,6,2,874,-122.4156992,37.80338896
29,5,341,5,6,9,2,1151,-122.4314767,37.74743348
14,6,543,3,5,6,2,874,-122.4156992,37.80338896
7,8,457,39,3,6,1,1379,-122.4158438,37.78740177
30,8,457,9,3,6,1,1379,-122.4158438,37.78740177
7,8,627,119,3,8,1,1245,-122.4158583,37.78305054
12,8,627,18,3,8,1,1245,-122.4158583,37.78305054
18,8,627,3,3,8,1,1245,-122.4158583,37.78305054
18,4,515,60,7,8,1,830,-122.4158851,37.78351606
14,5,320,37,6,7,2,1154,-122.489714,37.73394977
7,4,515,151,7,8,1,830,-122.4158851,37.78351606
28,5,317,18,6,3,2,1156,-122.4326496,37.72737376
8,4,515,149,7,8,1,830,-122.4158851,37.78351606
14,5,173,77,6,8,2,830,-122.4158851,37.78351606
14,5,306,44,6,6,2,324,-122.4060218,37.78864912
7,4,194,93,7,9,1,958,-122.4159298,37.760433
30,4,194,94,7,9,1,958,-122.4159298,37.760433
30,1,520,18,3,8,2,58,-122.4162359,37.78491257
30,1,520,52,3,8,2,58,-122.4162359,37.78491257
17,5,305,9,6,3,2,1158,-122.4164257,37.7410291
17,5,305,9,6,7,2,1159,-122.4907403,37.73649927
17,5,305,9,6,6,2,1160,-122.4166294,37.80805748
18,1,520,29,3,8,2,58,-122.4162359,37.78491257
14,5,305,31,6,6,2,1162,-122.4084319,37.78877727
17,4,181,8,7,6,2,965,-122.4163633,37.8042621
14,5,305,137,6,6,2,1164,-122.4079047,37.79405897
18,5,147,145,6,6,2,965,-122.4163633,37.8042621
14,5,291,145,6,3,2,1165,-122.447429,37.71158954
29,5,289,5,6,3,2,1166,-122.426632,37.73884708
14,5,289,31,6,10,2,1167,-122.4006174,37.78158762
31,7,522,51,4,9,1,1510,-122.4163748,37.76442252
14,5,277,29,6,7,2,1168,-122.4771566,37.74764439
30,7,522,179,4,9,1,1510,-122.4163748,37.76442252
16,5,341,69,6,3,2,1148,-122.4164424,37.70977073
26,5,277,69,6,1,2,1169,-122.4459498,37.7981582
18,5,277,173,6,2,2,1170,-122.4403411,37.78332425
14,5,277,39,6,6,2,1171,-122.4010559,37.7985811
17,5,269,20,6,9,2,1172,-122.4170167,37.75954609
14,5,268,39,6,1,2,1173,-122.4194159,37.77590461
14,5,268,3,6,6,2,1174,-122.4004881,37.79587632
14,5,266,16,6,1,2,1175,-122.4206072,37.78620645
4,5,259,70,6,3,2,1176,-122.4002693,37.71818544
16,5,341,3,6,3,2,1148,-122.4164424,37.70977073
17,7,305,8,4,8,1,1580,-122.4164598,37.78601706
8,7,305,29,4,8,1,1580,-122.4164598,37.78601706
1,6,586,87,5,8,1,1273,-122.4165778,37.78061488
17,5,249,51,6,1,2,1179,-122.4213191,37.78946002
2,6,586,234,5,8,1,1273,-122.4165778,37.78061488
14,5,249,4,6,7,2,1180,-122.4981626,37.75702105
31,6,586,69,5,8,1,1273,-122.4165778,37.78061488
14,2,341,93,2,1,2,407,-122.4165835,37.77865915
17,5,242,144,6,10,2,1181,-122.3937115,37.78660708
14,3,341,210,1,8,2,407,-122.4165835,37.77865915
26,4,434,11,7,1,2,878,-122.41677,37.77958458
30,4,292,89,7,8,1,878,-122.41677,37.77958458
20,3,620,49,1,8,2,528,-122.4169161,37.78439445
2,8,579,66,3,8,1,528,-122.4169161,37.78439445
14,6,536,235,5,1,2,1285,-122.4169486,37.78046893
14,6,289,3,5,1,2,1361,-122.4169486,37.78046893
18,2,478,52,2,9,1,352,-122.4170284,37.76036569
7,2,478,1,2,9,1,352,-122.4170284,37.76036569
13,4,22,35,7,6,2,1004,-122.4170443,37.78959528
23,4,22,1,7,6,2,1004,-122.4170443,37.78959528
17,5,230,17,6,1,1,1185,-122.4182019,37.7863251
16,6,199,51,5,6,2,1004,-122.4170443,37.78959528
28,5,214,18,6,9,2,516,-122.4239565,37.76194488
29,5,214,5,6,9,2,638,-122.4125944,37.74816601
17,5,214,15,6,9,2,1186,-122.4208144,37.75370319
16,6,199,81,5,6,2,1004,-122.4170443,37.78959528
17,5,390,236,6,6,2,1139,-122.4170818,37.80614209
2,5,202,133,6,4,2,1188,-122.3982309,37.72112254
14,5,390,21,6,6,2,1139,-122.4170818,37.80614209
14,5,199,3,6,3,2,1189,-122.4559591,37.73359433
18,5,195,24,6,4,1,1190,-122.3899602,37.73816831
14,5,193,26,6,8,2,1191,-122.4162618,37.78537508
4,1,162,55,3,3,2,233,-122.4171448,37.71215029
14,5,186,3,6,7,2,1192,-122.4616832,37.72518972
17,5,186,9,6,9,2,1193,-122.4212674,37.74939722
16,5,183,93,6,1,2,1194,-122.4263385,37.77717376
2,3,447,77,1,3,2,619,-122.4171448,37.71215029
17,3,447,237,1,3,2,619,-122.4171448,37.71215029
29,3,416,3,1,3,2,628,-122.4171448,37.71215029
14,5,162,3,6,10,2,1196,-122.3937307,37.78781337
18,5,162,55,6,7,2,1197,-122.4940115,37.75812243
26,5,157,91,6,1,2,716,-122.4329574,37.80516257
18,5,152,7,6,2,2,1198,-122.4407371,37.77271247
14,5,151,37,6,1,2,1199,-122.4328059,37.77516001
4,5,151,146,6,5,2,1200,-122.4877096,37.78557546
17,6,358,7,5,3,1,1347,-122.4171448,37.71215029
14,5,147,31,6,1,2,1201,-122.4439258,37.79650277
17,5,147,9,6,2,2,1202,-122.4453468,37.7702082
4,5,141,141,6,10,2,1203,-122.4179384,37.77054138
18,4,543,49,7,8,2,819,-122.4171468,37.78144635
12,4,395,97,7,1,2,819,-122.4171468,37.78144635
12,5,480,38,6,6,2,1115,-122.4172651,37.80707305
14,5,480,5,6,6,2,1115,-122.4172651,37.80707305
2,6,536,32,5,9,1,1284,-122.417477,37.76435775
26,8,217,33,3,9,2,1284,-122.417477,37.76435775
18,5,122,2,6,7,1,1205,-122.4919494,37.71441797
1,5,121,197,6,5,2,1206,-122.4699067,37.78361619
28,5,305,35,6,9,2,1163,-122.4174883,37.7651818
14,5,305,1,6,9,2,1163,-122.4174883,37.7651818
2,1,207,238,3,9,1,215,-122.4174994,37.75308467
16,2,268,1,2,9,7,215,-122.4174994,37.75308467
16,2,268,66,2,9,7,215,-122.4174994,37.75308467
2,5,99,11,6,8,2,1208,-122.4103235,37.78512252
16,6,259,145,5,9,2,215,-122.4174994,37.75308467
14,7,333,6,4,10,2,1573,-122.4175047,37.77654004
14,8,632,8,3,10,2,1668,-122.4175047,37.77654004
16,5,94,94,6,6,2,1210,-122.4099994,37.79188234
28,5,91,8,6,4,2,1211,-122.4109804,37.72298949
18,5,502,20,6,6,1,1104,-122.4175556,37.79213905
17,5,79,51,6,6,2,1212,-122.4230251,37.80627287
31,5,502,158,6,6,1,1104,-122.4175556,37.79213905
14,1,406,159,3,6,2,131,-122.4177715,37.80150566
14,7,625,81,4,6,2,131,-122.4177715,37.80150566
30,1,358,179,3,1,1,160,-122.4177779,37.78030899
28,1,358,35,3,1,1,160,-122.4177779,37.78030899
18,7,107,77,4,6,1,1635,-122.4178626,37.78906226
30,7,107,77,4,6,1,1635,-122.4178626,37.78906226
7,7,580,15,4,1,1,1472,-122.4179219,37.78492952
18,7,580,156,4,1,1,1472,-122.4179219,37.78492952
7,7,580,33,4,1,1,1472,-122.4179219,37.78492952
17,7,580,46,4,1,1,1472,-122.4179219,37.78492952
14,4,515,1,7,9,2,831,-122.4179645,37.75869682
18,8,645,30,3,9,1,1662,-122.4179645,37.75869682
17,5,64,20,6,7,2,480,-122.4559977,37.71449922
5,7,2,15,4,9,1,1656,-122.417971,37.75948846
12,5,59,87,6,6,2,1217,-122.4067754,37.78849829
19,7,2,15,4,9,1,1656,-122.417971,37.75948846
2,3,368,39,1,10,1,648,-122.4179754,37.77375094
28,3,368,20,1,10,1,648,-122.4179754,37.77375094
14,5,53,31,6,10,2,1221,-122.4124863,37.77300128
17,5,53,20,6,7,2,1222,-122.4800782,37.75873694
30,3,368,2,1,10,1,648,-122.4179754,37.77375094
23,4,373,1,7,10,2,648,-122.4179754,37.77375094
18,3,626,35,1,9,1,527,-122.4181201,37.76030123
17,5,49,15,6,6,2,1224,-122.4050875,37.79812193
14,5,46,39,6,6,2,1225,-122.4044206,37.79264021
2,5,41,77,6,9,1,1226,-122.4346591,37.76246277
30,5,40,35,6,4,1,1227,-122.3884983,37.75084571
18,5,39,12,6,9,1,1228,-122.4234883,37.75836507
17,4,373,239,7,9,2,899,-122.4181201,37.76030123
22,5,323,35,6,9,2,1153,-122.418434,37.75141993
28,5,323,24,6,9,2,1153,-122.418434,37.75141993
14,8,495,69,3,9,2,1153,-122.418434,37.75141993
18,5,23,24,6,2,1,1229,-122.4392991,37.78244926
17,4,447,43,7,9,2,870,-122.4184482,37.75223917
5,5,414,5,6,9,2,870,-122.4184482,37.75223917
23,8,543,60,3,9,2,870,-122.4184482,37.75223917
2,8,543,26,3,9,2,870,-122.4184482,37.75223917
14,5,17,39,6,1,2,1231,-122.4360718,37.79962242
23,8,543,12,3,9,2,870,-122.4184482,37.75223917
14,1,480,112,3,6,2,87,-122.418534,37.80499774
18,6,173,77,5,6,2,87,-122.418534,37.80499774
14,5,7,4,6,1,2,1232,-122.4322825,37.77282938
20,5,1,240,6,9,2,1233,-122.4186003,37.75462559
2,3,156,61,1,9,1,736,-122.4185499,37.76428371
15,7,18,94,4,9,1,736,-122.4185499,37.76428371
18,5,1,55,6,4,2,1234,-122.3962241,37.71858302
30,7,18,241,4,9,1,736,-122.4185499,37.76428371
12,5,1,82,6,1,1,1235,-122.4185621,37.78418471
7,5,1,45,6,1,1,1235,-122.4185621,37.78418471
28,5,1,8,6,9,2,1236,-122.4179558,37.75788012
14,5,1,4,6,1,2,1237,-122.4332597,37.78805511
4,5,1,146,6,5,2,1238,-122.5068211,37.77245369
14,5,1,4,6,7,2,1239,-122.4741228,37.72574161
7,5,1,25,6,1,1,1235,-122.4185621,37.78418471
26,6,651,69,5,6,2,1240,-122.4148067,37.79454868
26,6,650,30,5,1,2,1241,-122.4205016,37.79838534
14,6,648,4,5,1,2,1242,-122.4237544,37.80150331
14,6,648,39,5,1,2,1243,-122.4453872,37.79864571
14,2,466,3,2,9,2,357,-122.4185872,37.75301865
16,6,282,3,5,9,2,357,-122.4185872,37.75301865
17,6,638,20,5,8,2,1245,-122.4157217,37.78306799
14,6,632,3,5,10,2,1246,-122.397071,37.78400302
8,2,9,39,2,3,1,272,-122.4186097,37.74744531
14,6,632,3,5,1,2,1247,-122.421915,37.80078121
2,2,9,5,2,3,1,272,-122.4186097,37.74744531
7,2,9,32,2,3,1,272,-122.4186097,37.74744531
23,5,558,5,6,9,2,1077,-122.4186949,37.74824538
2,6,94,60,5,9,2,1077,-122.4186949,37.74824538
20,6,632,90,5,4,2,1250,-122.3920742,37.73085504
14,6,632,4,5,10,2,1251,-122.4054793,37.77616092
2,6,628,77,5,10,2,1252,-122.4171049,37.77432429
20,7,335,10,4,1,1,1572,-122.4187111,37.78077263
14,6,625,26,5,10,2,1254,-122.4018331,37.78903977
30,7,335,66,4,1,1,1572,-122.4187111,37.78077263
2,6,620,81,5,2,2,1255,-122.4512881,37.76939671
2,5,78,69,6,9,2,1213,-122.4187487,37.75543719
14,6,620,39,5,1,2,1257,-122.4322303,37.78520546
14,6,620,3,5,2,2,1258,-122.4366982,37.77800629
2,6,619,66,5,3,2,1259,-122.4127414,37.7123588
22,5,78,3,6,9,2,1213,-122.4187487,37.75543719
28,6,611,18,5,1,2,1260,-122.4291288,37.76945562
17,5,74,237,6,9,2,1216,-122.4187487,37.75543719
28,5,582,89,6,3,2,1057,-122.4188172,37.71131574
28,6,431,66,5,3,2,1057,-122.4188172,37.71131574
17,6,605,15,5,7,2,1262,-122.466371,37.72442604
14,6,605,3,5,10,2,1263,-122.3978145,37.78213725
18,6,605,24,5,4,1,1264,-122.3814425,37.73058305
14,6,602,3,5,10,2,817,-122.4108747,37.77556086
14,6,600,3,5,5,2,1265,-122.4828704,37.78302954
28,6,600,18,5,10,2,641,-122.3922109,37.77661445
14,6,600,6,5,10,2,1266,-122.4088481,37.77595259
4,6,431,46,5,3,2,1057,-122.4188172,37.71131574
17,5,444,14,6,9,1,1118,-122.4190181,37.75220516
