Dates,Category,Descript,DayOfWeek,PdDistrict,Resolution,Address,X,Y
04-30-2015 16:04,VEHICLE THEFT,STOLEN TRUCK,Thursday,BAYVIEW,NONE,4600 Block of 3RD ST,-122.3904121,37.73601022
04-30-2015 16:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Thursday,MISSION,NONE,2200 Block of MARKET ST,-122.432198,37.76511073
04-30-2015 16:00,SECONDARY CODES,DOMESTIC VIOLENCE,Thursday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071
04-30-2015 16:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Thursday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071
04-30-2015 16:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,NORTHERN,NONE,LAGUNA ST / WASHINGTON ST,-122.4294501,37.79221682
04-30-2015 15:43,NON-CRIMINAL,AIDED CASE,Thursday,TARAVAL,NONE,1300 Block of 27TH AV,-122.4855633,37.76223866
04-30-2015 15:43,MISSING PERSON,MISSING ADULT,Thursday,TARAVAL,NONE,1300 Block of 27TH AV,-122.4855633,37.76223866
04-30-2015 15:38,PROSTITUTION,SOLICITS FOR ACT OF PROSTITUTION,Thursday,NORTHERN,"ARREST, BOOKED",1500 Block of VANNESS AV,-122.4220627,37.78992
04-30-2015 15:38,PROSTITUTION,LOITERING FOR PURPOSE OF PROSTITUTION,Thursday,NORTHERN,"ARREST, BOOKED",1500 Block of VANNESS AV,-122.4220627,37.78992
04-30-2015 15:30,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Thursday,MISSION,NONE,600 Block of VALENCIA ST,-122.4217477,37.76274366
04-30-2015 15:30,FRAUD,"CREDIT CARD, THEFT BY USE OF",Thursday,MISSION,NONE,600 Block of VALENCIA ST,-122.4217477,37.76274366
04-30-2015 15:30,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Thursday,MISSION,NONE,2000 Block of MISSION ST,-122.4196583,37.76422056
04-30-2015 15:30,DISORDERLY CONDUCT,"DISTURBING THE PEACE, COMMOTION",Thursday,CENTRAL,NONE,400 Block of SUTTER ST,-122.4078027,37.78938189
04-30-2015 15:30,TRESPASS,TRESPASSING,Thursday,CENTRAL,NONE,400 Block of SUTTER ST,-122.4078027,37.78938189
04-30-2015 15:30,VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,BAYVIEW,NONE,1400 Block of ARMSTRONG AV,-122.3894877,37.72459938
04-30-2015 15:30,LARCENY/THEFT,GRAND THEFT BICYCLE,Thursday,CENTRAL,NONE,POST ST / KEARNY ST,-122.4036635,37.78889468
04-30-2015 15:23,NON-CRIMINAL,"CIVIL SIDEWALKS, CITATION",Thursday,MISSION,"ARREST, BOOKED",3800 Block of 18TH ST,-122.4294799,37.76116648
04-30-2015 15:23,NON-CRIMINAL,LOST PROPERTY,Thursday,SOUTHERN,NONE,MARKET ST / MONTGOMERY ST,-122.4020702,37.78871987
04-30-2015 15:10,NON-CRIMINAL,"AIDED CASE, DOG BITE",Thursday,SOUTHERN,NONE,900 Block of FOLSOM ST,-122.4039794,37.77987474
04-30-2015 15:08,NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",Thursday,NORTHERN,NONE,400 Block of DUBOCE AV,-122.4308076,37.76941133
04-30-2015 15:00,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Thursday,TARAVAL,NONE,700 Block of IRVING ST,-122.4657842,37.76400509
04-30-2015 15:00,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Thursday,CENTRAL,NONE,1100 Block of PINE ST,-122.4149169,37.79028029
04-30-2015 15:00,ASSAULT,BATTERY,Thursday,CENTRAL,NONE,1800 Block of MONTGOMERY ST,-122.4051988,37.805247
04-30-2015 15:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,NORTHERN,NONE,0 Block of MARINA BL,-122.4329516,37.80505202
04-30-2015 15:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,SOUTHERN,NONE,400 Block of BRANNAN ST,-122.395986,37.77883482
04-30-2015 15:00,SECONDARY CODES,PREJUDICE-BASED INCIDENT,Thursday,NORTHERN,NONE,FELL ST / WEBSTER ST,-122.4293691,37.77511035
04-30-2015 15:00,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Thursday,NORTHERN,NONE,FELL ST / WEBSTER ST,-122.4293691,37.77511035
04-30-2015 14:57,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Thursday,MISSION,"ARREST, BOOKED",FOLSOM ST / 16TH ST,-122.4153084,37.76531614
04-30-2015 14:55,PROSTITUTION,SOLICITS FOR ACT OF PROSTITUTION,Thursday,NORTHERN,"ARREST, BOOKED",1500 Block of VANNESS AV,-122.4220627,37.78992
04-30-2015 14:55,PROSTITUTION,LOITERING FOR PURPOSE OF PROSTITUTION,Thursday,NORTHERN,"ARREST, BOOKED",1500 Block of VANNESS AV,-122.4220627,37.78992
04-30-2015 14:50,SEX OFFENSES FORCIBLE,ASSAULT TO RAPE WITH BODILY FORCE,Thursday,MISSION,"ARREST, BOOKED",1300 Block of VERMONT ST,-122.4032763,37.75253208
04-30-2015 14:50,ASSAULT,FALSE IMPRISONMENT,Thursday,MISSION,"ARREST, BOOKED",1300 Block of VERMONT ST,-122.4032763,37.75253208
04-30-2015 14:50,SEX OFFENSES FORCIBLE,SODOMY (ADULT VICTIM),Thursday,MISSION,"ARREST, BOOKED",1300 Block of VERMONT ST,-122.4032763,37.75253208
04-30-2015 14:49,OTHER OFFENSES,TAMPERING WITH A VEHICLE,Thursday,RICHMOND,NONE,500 Block of JOHNFKENNEDY DR,-122.4662047,37.77254054
04-30-2015 14:40,OTHER OFFENSES,POSSESSION OF BURGLARY TOOLS,Thursday,CENTRAL,"ARREST, BOOKED",0 Block of GREEN ST,-122.3996445,37.80062821
04-30-2015 14:40,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Thursday,CENTRAL,"ARREST, BOOKED",0 Block of GREEN ST,-122.3996445,37.80062821
04-30-2015 14:40,WARRANTS,WARRANT ARREST,Thursday,CENTRAL,"ARREST, BOOKED",0 Block of GREEN ST,-122.3996445,37.80062821
04-30-2015 14:30,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Thursday,TARAVAL,NONE,1600 Block of HOLLOWAY AV,-122.4782782,37.72094516
04-30-2015 14:30,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Thursday,RICHMOND,NONE,3300 Block of SACRAMENTO ST,-122.447842,37.78813407
04-30-2015 14:30,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,TARAVAL,NONE,SKYLINEBLVD HY / SLOAT BL,-122.4966346,37.73376906
04-30-2015 14:15,NON-CRIMINAL,"AIDED CASE, DOG BITE",Thursday,SOUTHERN,NONE,900 Block of FOLSOM ST,-122.4039794,37.77987474
04-30-2015 14:00,SECONDARY CODES,DOMESTIC VIOLENCE,Thursday,TENDERLOIN,NONE,300 Block of ELLIS ST,-122.4119876,37.78502266
04-30-2015 14:00,ASSAULT,THREATS AGAINST LIFE,Thursday,NORTHERN,NONE,400 Block of HAIGHT ST,-122.4296227,37.77215583
04-30-2015 14:00,LARCENY/THEFT,ATTEMPTED SHOPLIFTING,Thursday,NORTHERN,NONE,400 Block of HAIGHT ST,-122.4296227,37.77215583
04-30-2015 14:00,NON-CRIMINAL,FOUND PROPERTY,Thursday,NORTHERN,NONE,1200 Block of FRANCISCO ST,-122.4257469,37.80304553
04-30-2015 14:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Thursday,RICHMOND,NONE,500 Block of JOHNFKENNEDY DR,-122.4662047,37.77254054
04-30-2015 14:00,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Thursday,NORTHERN,NONE,100 Block of LARKIN ST,-122.4166077,37.77913875
04-30-2015 14:00,NON-CRIMINAL,"STAY AWAY OR COURT ORDER, NON-DV RELATED",Thursday,TARAVAL,NONE,400 Block of SARGENT ST,-122.466677,37.71616503
04-30-2015 14:00,OTHER OFFENSES,VIOLATION OF RESTRAINING ORDER,Thursday,TENDERLOIN,NONE,300 Block of ELLIS ST,-122.4119876,37.78502266
04-30-2015 14:00,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Thursday,TENDERLOIN,NONE,TURK ST / JONES ST,-122.4124143,37.7830038
04-30-2015 14:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Thursday,BAYVIEW,NONE,CAMBRIDGE ST / SILLIMAN ST,-122.4189023,37.7276275
04-30-2015 14:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Thursday,INGLESIDE,NONE,SILVER AV / LISBON ST,-122.4286683,37.72853384
04-30-2015 13:50,NON-CRIMINAL,"DEATH, ACCIDENTAL",Thursday,MISSION,NONE,1000 Block of POTRERO AV,-122.4065391,37.75648641
04-30-2015 13:50,MISSING PERSON,MISSING ADULT,Thursday,MISSION,NONE,1000 Block of POTRERO AV,-122.4065391,37.75648641
04-30-2015 13:50,MISSING PERSON,FOUND PERSON,Thursday,MISSION,NONE,1000 Block of POTRERO AV,-122.4065391,37.75648641
04-30-2015 13:50,NON-CRIMINAL,FOUND PROPERTY,Thursday,CENTRAL,NONE,700 Block of VALLEJO ST,-122.4097917,37.79850835
04-30-2015 13:50,LARCENY/THEFT,GRAND THEFT FROM PERSON,Thursday,RICHMOND,NONE,400 Block of CLEMENT ST,-122.4639021,37.78301893
04-30-2015 13:48,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Thursday,NORTHERN,"ARREST, BOOKED",REDWOOD ST / POLK ST,-122.4187111,37.78077263
04-30-2015 13:48,WARRANTS,WARRANT ARREST,Thursday,NORTHERN,"ARREST, BOOKED",REDWOOD ST / POLK ST,-122.4187111,37.78077263
04-30-2015 13:47,ASSAULT,BATTERY,Thursday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071
04-30-2015 13:45,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Thursday,SOUTHERN,NONE,MARKET ST / 10TH ST,-122.4175047,37.77654004
04-30-2015 13:34,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Thursday,SOUTHERN,NONE,4TH ST / TOWNSEND ST,-122.3949859,37.77709095
04-30-2015 13:30,NON-CRIMINAL,"AIDED CASE, DOG BITE",Thursday,BAYVIEW,"ARREST, BOOKED",2800 Block of INGALLS ST,-122.3910876,37.72131387
04-30-2015 13:30,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Thursday,MISSION,NONE,400 Block of CHURCH ST,-122.4286109,37.7632289
04-30-2015 13:30,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Thursday,INGLESIDE,NONE,300 Block of POLARIS WY,-122.4394805,37.70863484
04-30-2015 13:13,OTHER OFFENSES,TRAFFIC VIOLATION,Thursday,CENTRAL,"ARREST, BOOKED",1100 Block of PACIFIC AV,-122.4146686,37.79597531
04-30-2015 13:10,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Thursday,CENTRAL,NONE,FRONT ST / SACRAMENTO ST,-122.3989727,37.79428282
04-30-2015 13:00,NON-CRIMINAL,IMPOUNDED VEHICLE,Thursday,TENDERLOIN,"ARREST, BOOKED",500 Block of HYDE ST,-122.4164598,37.78601706
04-30-2015 13:00,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Thursday,TENDERLOIN,"ARREST, BOOKED",500 Block of HYDE ST,-122.4164598,37.78601706
04-30-2015 13:00,MISSING PERSON,MISSING ADULT,Thursday,PARK,NONE,1300 Block of FELL ST,-122.440104,37.77368496
04-30-2015 13:00,MISSING PERSON,FOUND PERSON,Thursday,PARK,NONE,1300 Block of FELL ST,-122.440104,37.77368496
04-30-2015 13:00,BURGLARY,"BURGLARY, HOT PROWL, UNLAWFUL ENTRY",Thursday,MISSION,NONE,1400 Block of CHURCH ST,-122.4269379,37.74730042
04-30-2015 13:00,OTHER OFFENSES,FALSE PERSONATION TO RECEIVE MONEY OR PROPERTY,Thursday,SOUTHERN,NONE,400 Block of BRANNAN ST,-122.395986,37.77883482
04-30-2015 12:54,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Thursday,MISSION,NONE,3200 Block of 20TH ST,-122.4130451,37.75894021
04-30-2015 12:48,ASSAULT,BATTERY,Thursday,NORTHERN,"ARREST, BOOKED",800 Block of ELLIS ST,-122.4201913,37.78387039
04-30-2015 12:48,ASSAULT,BATTERY WITH SERIOUS INJURIES,Thursday,NORTHERN,"ARREST, BOOKED",800 Block of ELLIS ST,-122.4201913,37.78387039
04-30-2015 12:45,TRESPASS,TRESPASSING,Thursday,INGLESIDE,NONE,0 Block of CURTIS ST,-122.439819,37.71410519
04-30-2015 12:45,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Thursday,INGLESIDE,NONE,0 Block of CURTIS ST,-122.439819,37.71410519
04-30-2015 12:45,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,NORTHERN,NONE,900 Block of VANNESS AV,-122.420907,37.78406767
04-30-2015 12:45,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,SOUTHERN,NONE,1200 Block of FOLSOM ST,-122.4109001,37.77440778
04-30-2015 12:45,PROSTITUTION,"DISORDERLY HOUSE, KEEPING",Thursday,INGLESIDE,NONE,0 Block of CURTIS ST,-122.439819,37.71410519
04-30-2015 12:40,ASSAULT,BATTERY,Thursday,SOUTHERN,"ARREST, BOOKED",800 Block of MARKET ST,-122.406521,37.78506294
04-30-2015 12:30,NON-CRIMINAL,AIDED CASE -PROPERTY FOR DESTRUCTION,Thursday,TARAVAL,UNFOUNDED,2300 Block of 24TH AV,-122.4811832,37.74372682
04-30-2015 12:25,LARCENY/THEFT,GRAND THEFT FROM PERSON,Thursday,TENDERLOIN,"ARREST, BOOKED",FULTON ST / HYDE ST,-122.4151278,37.77978707
04-30-2015 12:25,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Thursday,CENTRAL,NONE,HYDE ST / BEACH ST,-122.4205641,37.80665678
04-30-2015 12:18,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Thursday,RICHMOND,"ARREST, BOOKED",5200 Block of GEARY BL,-122.4756465,37.78063128
04-30-2015 12:18,OTHER OFFENSES,PROBATION VIOLATION,Thursday,RICHMOND,"ARREST, BOOKED",5200 Block of GEARY BL,-122.4756465,37.78063128
04-30-2015 12:18,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Thursday,RICHMOND,"ARREST, BOOKED",5200 Block of GEARY BL,-122.4756465,37.78063128
04-30-2015 12:17,LARCENY/THEFT,GRAND THEFT SHOPLIFTING,Thursday,SOUTHERN,NONE,800 Block of MISSION ST,-122.4053955,37.78351007
04-30-2015 12:15,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Thursday,NORTHERN,NONE,1200 Block of STEINER ST,-122.433949,37.78075298
04-30-2015 12:15,LARCENY/THEFT,GRAND THEFT BICYCLE,Thursday,CENTRAL,NONE,600 Block of KEARNY ST,-122.4048219,37.79422862
04-30-2015 12:00,BURGLARY,"BURGLARY,STORE UNDER CONSTRUCTION, FORCIBLE ENTRY",Thursday,SOUTHERN,NONE,200 Block of 7TH ST,-122.4086487,37.77731103
04-30-2015 12:00,DRUG/NARCOTIC,TRANSPORTATION OF MARIJUANA,Thursday,BAYVIEW,NONE,400 Block of 23RD ST,-122.3849999,37.75551975
04-30-2015 12:00,VEHICLE THEFT,ATTEMPTED STOLEN VEHICLE,Thursday,TARAVAL,NONE,2200 Block of 48TH AV,-122.5070314,37.74445791
04-30-2015 12:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Thursday,TARAVAL,NONE,2200 Block of 48TH AV,-122.5070314,37.74445791
04-30-2015 12:00,NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",Thursday,MISSION,NONE,2700 Block of 23RD ST,-122.4078905,37.75442483
04-30-2015 12:00,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Thursday,INGLESIDE,NONE,5200 Block of DIAMONDHEIGHTS BL,-122.4390659,37.74427748
04-30-2015 12:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Thursday,NORTHERN,NONE,1000 Block of ELLIS ST,-122.423478,37.78345321
04-30-2015 12:00,FRAUD,FRAUDULENT CREDIT APPLICATION,Thursday,PARK,NONE,1800 Block of TURK ST,-122.4395958,37.77960118
04-30-2015 12:00,OTHER OFFENSES,FALSE PERSONATION TO RECEIVE MONEY OR PROPERTY,Thursday,PARK,NONE,1800 Block of TURK ST,-122.4395958,37.77960118
04-30-2015 11:38,NON-CRIMINAL,AIDED CASE,Thursday,NORTHERN,NONE,500 Block of DUBOCE AV,-122.4320318,37.76922237
04-30-2015 11:30,NON-CRIMINAL,LOST PROPERTY,Thursday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071
04-30-2015 11:30,NON-CRIMINAL,AIDED CASE,Thursday,TARAVAL,NONE,1300 Block of 36TH AV,-122.4952082,37.76181335
04-30-2015 11:04,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Thursday,MISSION,NONE,3700 Block of 17TH ST,-122.4296336,37.7627652
04-30-2015 11:00,WEAPON LAWS,POSSESSION OF AIR GUN,Thursday,INGLESIDE,NONE,500 Block of YALE ST,-122.4156715,37.72266485
04-30-2015 11:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,SOUTHERN,NONE,400 Block of 10TH ST,-122.4105412,37.77091306
04-30-2015 11:00,OTHER OFFENSES,TAMPERING WITH A VEHICLE,Thursday,SOUTHERN,NONE,0 Block of NORFOLK ST,-122.4135812,37.77093148
04-30-2015 11:00,FRAUD,"FALSE PRETENSES, GRAND THEFT",Thursday,MISSION,NONE,0 Block of VIRGIL ST,-122.4155341,37.75000152
04-30-2015 11:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Thursday,NORTHERN,NONE,1200 Block of POLK ST,-122.420327,37.78845216
04-30-2015 10:49,WARRANTS,WARRANT ARREST,Thursday,MISSION,"ARREST, BOOKED",13TH ST / MISSION ST,-122.4200102,37.77010993
04-30-2015 10:49,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Thursday,MISSION,"ARREST, BOOKED",13TH ST / MISSION ST,-122.4200102,37.77010993
04-30-2015 10:46,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Thursday,SOUTHERN,NONE,800 Block of HOWARD ST,-122.4037933,37.78232359
04-30-2015 10:45,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Thursday,CENTRAL,NONE,0 Block of POST ST,-122.4031828,37.78900986
04-30-2015 10:35,NON-CRIMINAL,"CIVIL SIDEWALKS, CITATION",Thursday,SOUTHERN,"ARREST, BOOKED",400 Block of MINNA ST,-122.4075054,37.78113046
04-30-2015 10:30,BURGLARY,"BURGLARY, HOT PROWL, UNLAWFUL ENTRY",Thursday,RICHMOND,NONE,200 Block of 6TH AV,-122.4644191,37.78386887
04-30-2015 10:30,BURGLARY,"BURGLARY OF RESIDENCE, UNLAWFUL ENTRY",Thursday,TENDERLOIN,NONE,100 Block of OFARRELL ST,-122.4072441,37.78656476
04-30-2015 10:30,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,SOUTHERN,NONE,10TH ST / HARRISON ST,-122.4112792,37.77157858
04-30-2015 10:28,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Thursday,SOUTHERN,NONE,1100 Block of MARKET ST,-122.4135641,37.77951403
04-30-2015 10:09,OTHER OFFENSES,VIOLATION OF RESTRAINING ORDER,Thursday,BAYVIEW,NONE,400 Block of DEHARO ST,-122.4016068,37.76418401
04-30-2015 10:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Thursday,SOUTHERN,UNFOUNDED,800 Block of BRYANT ST,-122.4034048,37.77542071
04-30-2015 10:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Thursday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071
04-30-2015 10:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Thursday,SOUTHERN,NONE,0 Block of MAIN ST,-122.3956581,37.79249618
04-30-2015 10:00,OTHER OFFENSES,"VEHICLE ALARM CODE GRABBING DEVICE, POSSESS OR USE",Thursday,SOUTHERN,NONE,0 Block of MAIN ST,-122.3956581,37.79249618
04-30-2015 10:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,TARAVAL,NONE,GELLERT DR / MORNINGSIDE DR,-122.4912625,37.72922857
04-30-2015 9:58,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Thursday,INGLESIDE,NONE,SANTAYNEZ AV / CAYUGA AV,-122.438808,37.72360145
04-30-2015 9:45,NON-CRIMINAL,AIDED CASE,Thursday,BAYVIEW,NONE,1000 Block of FITZGERALD AV,-122.3893476,37.71976331
04-30-2015 9:45,OTHER OFFENSES,TRAFFIC VIOLATION,Thursday,TARAVAL,"ARREST, BOOKED",35TH AV / KIRKHAM ST,-122.4940104,37.75907469
04-30-2015 9:36,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Thursday,TARAVAL,NONE,2200 Block of 45TH AV,-122.5038147,37.74459961
04-30-2015 9:25,ASSAULT,BATTERY,Thursday,NORTHERN,"ARREST, BOOKED",900 Block of LARKIN ST,-122.4182933,37.78679356
04-30-2015 9:22,WEAPON LAWS,CARRYING OF CONCEALED WEAPON BY CONVICTED FELON,Thursday,MISSION,"ARREST, BOOKED",15TH ST / JULIAN AV,-122.4210579,37.76659878
04-30-2015 9:22,NON-CRIMINAL,AIDED CASE,Thursday,MISSION,"ARREST, BOOKED",15TH ST / JULIAN AV,-122.4210579,37.76659878
04-30-2015 9:13,DRUG/NARCOTIC,POSSESSION OF HEROIN,Thursday,SOUTHERN,"ARREST, BOOKED",500 Block of MINNA ST,-122.4086735,37.78005744
04-30-2015 9:13,OTHER OFFENSES,POSSESSION OF BURGLARY TOOLS,Thursday,SOUTHERN,"ARREST, BOOKED",500 Block of MINNA ST,-122.4086735,37.78005744
04-30-2015 9:13,BURGLARY,"BURGLARY OF RESIDENCE, FORCIBLE ENTRY",Thursday,SOUTHERN,"ARREST, BOOKED",500 Block of MINNA ST,-122.4086735,37.78005744
04-30-2015 9:10,NON-CRIMINAL,FOUND PROPERTY,Thursday,RICHMOND,NONE,33RD AV / BALBOA ST,-122.4930435,37.77590796
04-30-2015 9:00,MISSING PERSON,FOUND PERSON,Thursday,RICHMOND,UNFOUNDED,0 Block of LORAINE CT,-122.4570111,37.77991286
04-30-2015 9:00,MISSING PERSON,MISSING ADULT,Thursday,RICHMOND,UNFOUNDED,0 Block of LORAINE CT,-122.4570111,37.77991286
04-30-2015 9:00,NON-CRIMINAL,FOUND PROPERTY,Thursday,TENDERLOIN,NONE,100 Block of GOLDEN GATE AV,-122.413048,37.78191196
04-30-2015 9:00,BURGLARY,"BURGLARY, UNLAWFUL ENTRY",Thursday,NORTHERN,"ARREST, BOOKED",1900 Block of BROADWAY ST,-122.4291937,37.79505248
04-30-2015 9:00,VEHICLE THEFT,STOLEN AND RECOVERED VEHICLE,Thursday,NORTHERN,"ARREST, BOOKED",1900 Block of BROADWAY ST,-122.4291937,37.79505248
04-30-2015 9:00,OTHER OFFENSES,CONSPIRACY,Thursday,NORTHERN,"ARREST, BOOKED",1900 Block of BROADWAY ST,-122.4291937,37.79505248
04-30-2015 9:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,NORTHERN,"ARREST, BOOKED",1900 Block of BROADWAY ST,-122.4291937,37.79505248
04-30-2015 9:00,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Thursday,CENTRAL,NONE,500 Block of KEARNY ST,-122.4045861,37.79310171
04-30-2015 9:00,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Thursday,NORTHERN,NONE,1900 Block of UNION ST,-122.4310092,37.79771458
04-30-2015 9:00,VEHICLE THEFT,STOLEN TRUCK,Thursday,BAYVIEW,NONE,0 Block of REARDON RD,-122.3769007,37.72948746
04-30-2015 9:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Thursday,SOUTHERN,NONE,300 Block of 9TH ST,-122.4104167,37.7727234
04-30-2015 9:00,STOLEN PROPERTY,"STOLEN PROPERTY, POSSESSION WITH KNOWLEDGE, RECEIVING",Thursday,NORTHERN,"ARREST, BOOKED",1900 Block of BROADWAY ST,-122.4291937,37.79505248
04-30-2015 8:58,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,TENDERLOIN,NONE,LEAVENWORTH ST / GOLDEN GATE AV,-122.4138696,37.78186219
04-30-2015 8:55,MISSING PERSON,MISSING JUVENILE,Thursday,PARK,NONE,500 Block of CENTRAL AV,-122.4444322,37.77463542
04-30-2015 8:55,MISSING PERSON,FOUND PERSON,Thursday,PARK,NONE,500 Block of CENTRAL AV,-122.4444322,37.77463542
04-30-2015 8:55,NON-CRIMINAL,"CIVIL SIDEWALKS, WARNING",Thursday,NORTHERN,NONE,1300 Block of POLK ST,-122.4204224,37.78892336
04-30-2015 8:40,BURGLARY,"BURGLARY OF RESIDENCE, UNLAWFUL ENTRY",Thursday,TARAVAL,NONE,100 Block of BORICA ST,-122.4672459,37.72450422
04-30-2015 8:30,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Thursday,CENTRAL,NONE,UNION ST / COLUMBUS AV,-122.4102084,37.80031482
04-30-2015 8:21,TRESPASS,TRESPASSING,Thursday,MISSION,NONE,1000 Block of POTRERO AV,-122.4065391,37.75648641
04-30-2015 8:20,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Thursday,SOUTHERN,"ARREST, BOOKED",200 Block of MAIN ST,-122.3926675,37.78994042
04-30-2015 8:16,DISORDERLY CONDUCT,MAINTAINING A PUBLIC NUISANCE AFTER NOTIFICATION,Thursday,TENDERLOIN,"ARREST, BOOKED",0 Block of UNITEDNATIONS PZ,-122.4143179,37.77994441
04-30-2015 8:16,OTHER OFFENSES,OBSTRUCTIONS ON STREETS/SIDEWALKS,Thursday,TENDERLOIN,"ARREST, BOOKED",0 Block of UNITEDNATIONS PZ,-122.4143179,37.77994441
04-30-2015 8:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Thursday,SOUTHERN,NONE,500 Block of BRANNAN ST,-122.3977132,37.77746967
04-30-2015 8:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Thursday,CENTRAL,NONE,600 Block of BEACH ST,-122.4200738,37.80666268
04-30-2015 8:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,TARAVAL,NONE,0 Block of BROADMOOR DR,-122.4732655,37.72774228
04-30-2015 8:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Thursday,INGLESIDE,NONE,200 Block of ANDERSON ST,-122.4151591,37.73961914
04-30-2015 7:30,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Thursday,BAYVIEW,NONE,NEWHALL ST / EGBERT AV,-122.3992712,37.72678092
04-30-2015 7:20,NON-CRIMINAL,FOUND PROPERTY,Thursday,SOUTHERN,NONE,0 Block of UNITEDNATIONS PZ,-122.4143179,37.77994441
04-30-2015 7:20,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Thursday,RICHMOND,"ARREST, BOOKED",ARGUELLO BL / FULTON ST,-122.4583729,37.77430795
